genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	year_numeric	lineage_stratum	time_stratum	rank_hash	selection_reason	tree_role	background_replicate
CHN::SAMN41373940	SAMN41373940	SAMN41373940	GCA_039678485		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	84761cf977955ea27a7b265cb4f67344e8e001f21da3fc48f45683d829673354	historical_all_available_gate_rescue	focal	
CHN::SAMN41373941	SAMN41373941	SAMN41373941	GCA_039678505		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	d53c673da763630b23fb6ff3b22342d9b229bf62a296d2aa5c5efa701202ce42	historical_all_available_gate_rescue	focal	
CHN::SAMN41373942	SAMN41373942	SAMN41373942	GCA_039678445		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	43f5984310165c93de2345ef9810600f3011cb217abaca28381b69521580508c	historical_all_available_gate_rescue	focal	
CHN::SAMN41373943	SAMN41373943	SAMN41373943	GCA_039678465		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	8d49cd787dcd2f44e4c0cd3b90cd5a37e3bc64e9baaac2fc7694f829e69e5e6a	historical_all_available_gate_rescue	focal	
CHN::SAMN41373944	SAMN41373944	SAMN41373944	GCA_039678405		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	cc0c1e9cda04dddc090adec2fa42290e79fbbcee69526ee733c069293e581687	historical_all_available_gate_rescue	focal	
CHN::SAMN41373945	SAMN41373945	SAMN41373945	GCA_039678425		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	0c430c1969b85cdc3749a45413e6b123840a0ea6c0b4f5f0ed81852c491699f9	historical_all_available_gate_rescue	focal	
CHN::SAMN41373946	SAMN41373946	SAMN41373946	GCA_039678365		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	f024f9bc554487a290e7554aa3ebc0a3595acdb50b65724ac4083f9ba0ec99db	historical_all_available_gate_rescue	focal	
CHN::SAMN41373947	SAMN41373947	SAMN41373947	GCA_039678385		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	898d3df4518b84916da4e4e96ce8439b4f07b23cdbd0efe92aae0de71386c5ed	historical_all_available_gate_rescue	focal	
CHN::SAMN41373948	SAMN41373948	SAMN41373948	GCA_039678305		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	da190f88200f1e51cbb000de8e6ee9c554c671fc71816c57af6cefd149e3a15a	historical_all_available_gate_rescue	focal	
CHN::SAMN41373949	SAMN41373949	SAMN41373949	GCA_039678325		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP3/fim3-1	2019	cc61ed2fd1cd0e7623d150c18391349b78534182d9d29ec32a4cac7c6dfaf1d0	historical_all_available_gate_rescue	focal	
CHN::SAMN41373950	SAMN41373950	SAMN41373950	GCA_039678345		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	126ef0996a61464d6a62fc6495376cbad3aaecb32bbd3e5754e583ad68950942	historical_all_available_gate_rescue	focal	
CHN::SAMN41373951	SAMN41373951	SAMN41373951	GCA_039678285		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	9b896d49234dda6b7da424ca9db477e6a54875f72b13ff2c5a92f112847a2deb	historical_all_available_gate_rescue	focal	
CHN::SAMN41373952	SAMN41373952	SAMN41373952	GCA_039678265		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	d0f0ec14ee4d3943624d80af77631287782e42e5708e9094852c57c979f715c6	historical_all_available_gate_rescue	focal	
CHN::SAMN41373953	SAMN41373953	SAMN41373953	GCA_039678245		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP3/fim3-1	2019	f5c7079e9877af52ac90fca9f4a91f8c541f3a08b02032ae48b968b0306eb27d	historical_all_available_gate_rescue	focal	
CHN::SAMN41373954	SAMN41373954	SAMN41373954	GCA_039678565		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	b93bc3b9f24811ec049c16817189e65f65abcc1a9f0b070133a5d8557c1ab4e8	historical_all_available_gate_rescue	focal	
CHN::SAMN41373955	SAMN41373955	SAMN41373955	GCA_039678185		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	a418d14aa95ec4fde49184dbc0d67f1ec3861761edf269958eaee153ab58dec0	historical_all_available_gate_rescue	focal	
CHN::SAMN41373956	SAMN41373956	SAMN41373956	GCA_039678195		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	b36256e0e1c109046ba363d5f99d1c73b1c113051648443763820413796d1c73	historical_all_available_gate_rescue	focal	
CHN::SAMN41373957	SAMN41373957	SAMN41373957	GCA_039678145		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	991dbac369a57fd21ce6002668976bc20c926f934b23ad78cfef8b4da6646984	historical_all_available_gate_rescue	focal	
CHN::SAMN41373958	SAMN41373958	SAMN41373958	GCA_039678225		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP3/fim3-1	2019	f20209f663787a0ce039dc8a278ecc8e9620f742764da6ef7222a9c15c23c510	historical_all_available_gate_rescue	focal	
CHN::SAMN41373959	SAMN41373959	SAMN41373959	GCA_039678105		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	44ceae6be1f076a4411c7795a16efd3240f0afd1ea96a4c13b22b701e41de142	historical_all_available_gate_rescue	focal	
CHN::SAMN41373960	SAMN41373960	SAMN41373960	GCA_039678085		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	e4aa1f8ba633a169a7bb23ff0f66a42e27484ead013b645b51c8c9ebc0cefc4c	historical_all_available_gate_rescue	focal	
CHN::SAMN41373961	SAMN41373961	SAMN41373961	GCA_039698275		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	867a1084b2d41d7ebcdf7fe834344b03550517d4f9e7948208cff0e565fdd832	historical_all_available_gate_rescue	focal	
CHN::SAMN41373962	SAMN41373962	SAMN41373962	GCA_039678065		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	ebc62a0204a75a77879bc861a07d98c0836da5a4cebc7a9bc6660b8a89a731b5	historical_all_available_gate_rescue	focal	
CHN::SAMN41373963	SAMN41373963	SAMN41373963	GCA_039678005		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	fb45da91894f1b890f82e5272c7e6072d022f8aa06f872ca853540cca404c7c6	historical_all_available_gate_rescue	focal	
CHN::SAMN41373964	SAMN41373964	SAMN41373964	GCA_039678015		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	a1547285ca3f9fb1ce320854f11f251efed97d8fec649fd8c3e11f1eb5b2e372	historical_all_available_gate_rescue	focal	
CHN::SAMN41373965	SAMN41373965	SAMN41373965	GCA_039677995		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	5b3f8df3092e208f8142c1e7a0eb9784c5128648b9f083329c91e4b75ca4942a	historical_all_available_gate_rescue	focal	
CHN::SAMN41373966	SAMN41373966	SAMN41373966	GCA_039677985		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	2ef0328b53ee632b7c0436a3d6d5337751da1c2e464b6f901b2e217b8122bd38	historical_all_available_gate_rescue	focal	
CHN::SAMN41373967	SAMN41373967	SAMN41373967	GCA_039677965		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	1071aab24f0d51d841d82a9a1415bb6c9138412c2c7f026d88584c034a1535fb	historical_all_available_gate_rescue	focal	
CHN::SAMN41373968	SAMN41373968	SAMN41373968	GCA_039677925		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	792c578647bac7612ae1b1de78de9c13a93a379ce02c9b20752bcaf588e0b0cb	historical_all_available_gate_rescue	focal	
CHN::SAMN41373969	SAMN41373969	SAMN41373969	GCA_039677865		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	a62f9e076da885fb5b01a4592397322400259ed4af5af63deb8873b747ae468b	historical_all_available_gate_rescue	focal	
CHN::SAMN41373970	SAMN41373970	SAMN41373970	GCA_039677895		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	b9b40261f97e87e17a518fdd87a807b770111d284d5560c86f6af39e957ca347	historical_all_available_gate_rescue	focal	
CHN::SAMN41373971	SAMN41373971	SAMN41373971	GCA_039677885		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	9423a23036b520793abeca875d3234cc7fa68c8f85591a874f42dcfc7d833d5e	historical_all_available_gate_rescue	focal	
CHN::SAMN41373972	SAMN41373972	SAMN41373972	GCA_039677875		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	729f7d80667b096d6517c8bdce74ca951dee11df9a1622fd7751b5bf1a4cd7dd	historical_all_available_gate_rescue	focal	
CHN::SAMN41373973	SAMN41373973	SAMN41373973	GCA_039677845		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	ddb6988cea9d151679ee9a8567d51d4d086122f5555569798e757711ab76e823	historical_all_available_gate_rescue	focal	
CHN::SAMN41373974	SAMN41373974	SAMN41373974	GCA_039677825		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	96a9c81d43435be60e24d749a1f825d4fd165d31c9961238562477d241fac700	historical_all_available_gate_rescue	focal	
CHN::SAMN41373975	SAMN41373975	SAMN41373975	GCA_039677805		CHN	China	2019	2019-01-01	2019-12-31	2019			year	False	PRJNA1110622	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2019.0	ptxP1/fim3-1	2019	0027803778a3eb95508c0084e3d4274008c241a7f384042bba2d194041aad404	historical_all_available_gate_rescue	focal	
CHN::SAMN50151934	SAMN50151934	SAMN50151934	GCA_053475005		CHN	China	2018	2018-01-01	2018-12-31	2018			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2018.0	UNKNOWN_LINEAGE	2018	e5b8e3870b85e525a580f8964d9567cc5c14cbfda855c2ed47b8519d84c9445c	historical_all_available_gate_rescue	focal	
CHN::SAMN50151935	SAMN50151935	SAMN50151935	GCA_053474985		CHN	China	2018	2018-01-01	2018-12-31	2018			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2018.0	UNKNOWN_LINEAGE	2018	1e5cab88f39eee87c66b10a20f1457d656324c89d9f1169ae89d0f3e78f03542	historical_all_available_gate_rescue	focal	
CHN::SAMN50151936	SAMN50151936	SAMN50151936	GCA_053474965		CHN	China	2018	2018-01-01	2018-12-31	2018			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2018.0	UNKNOWN_LINEAGE	2018	cfc5fd211cd482bec277fb6b37a57f8bdff5d7428e91c2571dba29bbeeaad829	historical_all_available_gate_rescue	focal	
CHN::SAMN50151937	SAMN50151937	SAMN50151937	GCA_053474945		CHN	China	2018	2018-01-01	2018-12-31	2018			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2018.0	UNKNOWN_LINEAGE	2018	6359cfdbf37255cc321791808ac63703e553f12cd475f92b56688a6a85759961	historical_all_available_gate_rescue	focal	
CHN::SAMN50151938	SAMN50151938	SAMN50151938	GCA_053474925		CHN	China	2018	2018-01-01	2018-12-31	2018			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2018.0	UNKNOWN_LINEAGE	2018	23d44790841e47c619c6f713a302cd1c6db0cc2bbd885ed90da76b58dc09b65f	historical_all_available_gate_rescue	focal	
