tree_sample_id	country_iso3	epidemic_period	primary_model_lineage_id	strongest_event_id	strongest_transition_support	strongest_post_event_id	strongest_post_transition_support	post_reseeding_support	local_persistence_support	normalised_post_import_support
BEL__SAMEA117989547	BEL	resurgence	L1_02.05	NODE_0129->BEL__SAMEA117989547:BEL	0.8699825380861291	NODE_0129->BEL__SAMEA117989547:BEL	0.8699825380861291	0.8699825380861291	0.1647295855304578	0.8407966991295267
BEL__SAMEA117989548	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0629->BEL__SAMEA117989548:BEL	4.8947264019716386e-09	4.8947264019716386e-09	0.999999999893266	4.894726378535726e-09
BEL__SAMEA117989549	BEL	resurgence	L1_02.06	NODE_0286->NODE_0287:BEL	0.9997630551582687	NODE_0286->NODE_0287:BEL	0.9997630551582687	0.9997630551582687	0.1647295855304578	0.8585396079162593
BEL__SAMEA117989550	BEL	resurgence	L1_01.02	NODE_0772->NODE_0776:BEL	0.9985763849223456	NODE_0772->NODE_0776:BEL	0.9985763849223456	0.9985763849223456	0.1647295855304578	0.8583953063815716
BEL__SAMEA117989551	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0648->BEL__SAMEA117989551:BEL	3.171221840680971e-08	3.171221840680971e-08	0.9999999999992578	3.171221740116849e-08
BEL__SAMEA117989552	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0655->BEL__SAMEA117989552:BEL	1.5897924088292825e-09	1.5897924088292825e-09	0.9999999999992578	1.5897924063030225e-09
BEL__SAMEA117989553	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0675->BEL__SAMEA117989553:BEL	7.38245495479628e-06	7.38245495479628e-06	0.9999999999992578	7.382400454562946e-06
BEL__SAMEA117989554	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0663->BEL__SAMEA117989554:BEL	1.7315682221408224e-10	1.7315682221408224e-10	0.9999999999992578	1.7315682218422748e-10
BEL__SAMEA117989555	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0635->BEL__SAMEA117989555:BEL	1.0072541689609693e-09	1.0072541689609693e-09	0.9999999999992578	1.0072541679471559e-09
BEL__SAMEA117989556	BEL	resurgence	L1_02.06	NODE_0286->NODE_0287:BEL	0.9997630551582687	NODE_0286->NODE_0287:BEL	0.9997630551582687	0.9997630551582687	0.1647295855304578	0.8585396079162593
BEL__SAMEA117989557	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0677->BEL__SAMEA117989557:BEL	9.988682894368495e-06	9.988682894368495e-06	0.9999999999992578	9.988583121586543e-06
BEL__SAMEA117989558	BEL	resurgence	L1_02.06	NODE_0274->BEL__SAMEA117989558:BEL	0.9999996389047153	NODE_0274->BEL__SAMEA117989558:BEL	0.9999996389047153	0.9999996389047153	0.1647295855304578	0.8585683418304009
BEL__SAMEA117989559	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0643->BEL__SAMEA117989559:BEL	2.836053614174716e-09	2.836053614174716e-09	0.9999999999992578	2.8360536061336206e-09
BEL__SAMEA117989560	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0666->BEL__SAMEA117989560:BEL	2.2076889882871598e-07	2.2076889882871598e-07	0.9999999999992578	2.207688500899839e-07
BEL__SAMEA117989561	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0644->BEL__SAMEA117989561:BEL	1.8090987596863783e-09	1.8090987596863783e-09	0.9999999999992578	1.8090987564148827e-09
BEL__SAMEA117989562	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0660->NODE_0661:BEL	1.0343015332206983e-10	1.0343015332206983e-10	0.9999999999992578	1.034301533114488e-10
BEL__SAMEA117989564	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0633->BEL__SAMEA117989564:BEL	2.310907576408283e-09	2.310907576408283e-09	0.999999999893266	2.3109075713146414e-09
BEL__SAMEA117989565	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0628->BEL__SAMEA117989565:BEL	1.828981188722878e-09	1.828981188722878e-09	0.999999999893266	1.8289811855729202e-09
BEL__SAMEA117989567	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0616->BEL__SAMEA117989567:BEL	1.598819965309417e-09	1.598819965309417e-09	0.9999999989515188	1.5988199644295244e-09
BEL__SAMEA117989568	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0624->BEL__SAMEA117989568:BEL	2.641224350341531e-09	2.641224350341531e-09	0.999999999893266	2.6412243436473735e-09
BEL__SAMEA117989569	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0640->BEL__SAMEA117989569:BEL	6.467547344346514e-07	6.467547344346514e-07	0.9999999999992578	6.467543161437154e-07
BEL__SAMEA117989570	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0667->BEL__SAMEA117989570:BEL	1.4742423315450282e-07	1.4742423315450282e-07	0.9999999999992578	1.4742421142071092e-07
BEL__SAMEA117989571	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0645->BEL__SAMEA117989571:BEL	1.4045431484532855e-09	1.4045431484532855e-09	0.9999999999992578	1.4045431464815864e-09
BEL__SAMEA117989572	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0627->BEL__SAMEA117989572:BEL	4.410710352509284e-09	4.410710352509284e-09	0.999999999893266	4.4107103335256915e-09
BEL__SAMEA117989573	BEL	resurgence	L1_02.07	NODE_0602->BEL__SAMEA117989573:BEL	0.8867098620625481	NODE_0602->BEL__SAMEA117989573:BEL	0.8867098620625481	0.8867098620625481	0.1647295855304578	0.843329460476718
BEL__SAMEA117989574	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0630->BEL__SAMEA117989574:BEL	2.1229641822273493e-08	2.1229641822273493e-08	0.999999999893266	2.1229641373841734e-08
BEL__SAMEA117989575	BEL	resurgence	L1_02.06	NODE_0273->BEL__SAMEA117989575:BEL	0.9999995871478036	NODE_0273->BEL__SAMEA117989575:BEL	0.9999995871478036	0.9999995871478036	0.1647295855304578	0.8585683355456214
BEL__SAMEA117989576	BEL	resurgence	L1_02.06	NODE_0286->NODE_0287:BEL	0.9997630551582687	NODE_0286->NODE_0287:BEL	0.9997630551582687	0.9997630551582687	0.1647295855304578	0.8585396079162593
BEL__SAMEA117989577	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0663->BEL__SAMEA117989577:BEL	1.7315682221408224e-10	1.7315682221408224e-10	0.9999999999992578	1.7315682218422748e-10
BEL__SAMEA117989578	BEL	resurgence	L1_02.06	NODE_0286->NODE_0287:BEL	0.9997630551582687	NODE_0286->NODE_0287:BEL	0.9997630551582687	0.9997630551582687	0.1647295855304578	0.8585396079162593
BEL__SAMEA117989579	BEL	resurgence	L1_02.05	NODE_0072->BEL__SAMEA117989579:BEL	0.716344136196529	NODE_0072->BEL__SAMEA117989579:BEL	0.716344136196529	0.716344136196529	0.1647295855304578	0.8130354118295885
BEL__SAMEA117989580	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0647->BEL__SAMEA117989580:BEL	3.15572790121621e-10	3.15572790121621e-10	0.9999999999992578	3.15572790022269e-10
BEL__SAMEA117989581	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0625->BEL__SAMEA117989581:BEL	3.457595210143438e-09	3.457595210143438e-09	0.999999999893266	3.457595198557516e-09
BEL__SAMEA117989582	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0619->BEL__SAMEA117989582:BEL	4.1364378589037187e-10	4.1364378589037187e-10	0.999999999893266	4.1364378576342054e-10
BEL__SAMEA117989583	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0637->BEL__SAMEA117989583:BEL	6.640028527016284e-10	6.640028527016284e-10	0.9999999999992578	6.640028522612215e-10
BEL__SAMEA117989584	BEL	resurgence	L1_01.02	NODE_0772->NODE_0776:BEL	0.9985763849223456	NODE_0772->NODE_0776:BEL	0.9985763849223456	0.9985763849223456	0.1647295855304578	0.8583953063815716
BEL__SAMEA117989585	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0650->BEL__SAMEA117989585:BEL	2.038449031793732e-07	2.038449031793732e-07	0.9999999999992578	2.038448616267884e-07
BEL__SAMEA117989586	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0632->BEL__SAMEA117989586:BEL	9.332685402263508e-09	9.332685402263508e-09	0.999999999893266	9.332685316160605e-09
BEL__SAMEA117989587	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0652->BEL__SAMEA117989587:BEL	1.7685437558867534e-09	1.7685437558867534e-09	0.9999999999992578	1.7685437527603192e-09
BEL__SAMEA117989588	BEL	resurgence	L1_02.05	NODE_0060->NODE_0119:BEL	0.7206612855050137	NODE_0119->NODE_0123:BEL	0.2695847300747033	0.2695847300747033	0.7206614557669161	0.2722401095093143
BEL__SAMEA117989589	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0678->BEL__SAMEA117989589:BEL	5.576990422562211e-05	5.576990422562211e-05	0.9999999999992578	5.576679411689664e-05
BEL__SAMEA117989590	BEL	resurgence	L1_02.06	NODE_0195->BEL__SAMEA117989590:BEL	0.9999999886126874	NODE_0195->BEL__SAMEA117989590:BEL	0.9999999886126874	0.9999999886126874	0.1647295855304578	0.8585683842950033
BEL__SAMEA117989592	BEL	resurgence	L1_02.05	NODE_0060->NODE_0119:BEL	0.7206612855050137	NODE_0119->NODE_0123:BEL	0.2695847300747033	0.2695847300747033	0.7206614557669161	0.2722401095093143
BEL__SAMEA117989593	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0641->BEL__SAMEA117989593:BEL	4.9778171251624315e-08	4.9778171251624315e-08	0.9999999999992578	4.977816877379505e-08
BEL__SAMEA117989594	BEL	resurgence	L1_02.06	NODE_0283->BEL__SAMEA117989594:BEL	0.9999986770847874	NODE_0283->BEL__SAMEA117989594:BEL	0.9999986770847874	0.9999986770847874	0.1647295855304578	0.858568225037676
BEL__SAMEA117989595	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0622->BEL__SAMEA117989595:BEL	9.114603516380271e-10	9.114603516380271e-10	0.999999999893266	9.114603509045507e-10
BEL__SAMEA117989596	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0623->BEL__SAMEA117989596:BEL	2.0244196319296748e-09	2.0244196319296748e-09	0.999999999893266	2.0244196280474746e-09
BEL__SAMEA117989597	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0654->BEL__SAMEA117989597:BEL	9.61154378309459e-10	9.61154378309459e-10	0.9999999999992578	9.611543773863545e-10
BEL__SAMEA117989598	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0639->BEL__SAMEA117989598:BEL	2.6950057141483796e-07	2.6950057141483796e-07	0.9999999999992578	2.695004987844996e-07
BEL__SAMEA117989599	BEL	resurgence	L1_01.02	NODE_0789->BEL__SAMEA117989599:BEL	0.9737427722142599	NODE_0789->BEL__SAMEA117989599:BEL	0.9737427722142599	0.9737427722142599	0.1647295855304578	0.8553064688748504
BEL__SAMEA117989601	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0620->BEL__SAMEA117989601:BEL	7.014604452848516e-10	7.014604452848516e-10	0.999999999893266	7.014604448676746e-10
BEL__SAMEA117989604	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0657->BEL__SAMEA117989604:BEL	5.706763950286131e-10	5.706763950286131e-10	0.9999999999992578	5.706763947033651e-10
BEL__SAMEA117989605	BEL	resurgence	L1_02.06	NODE_0279->BEL__SAMEA117989605:BEL	0.9999991476459554	NODE_0279->BEL__SAMEA117989605:BEL	0.9999991476459554	0.9999991476459554	0.1647295855304578	0.8585682821774199
BEL__SAMEA117989606	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0642->BEL__SAMEA117989606:BEL	5.0661498329773735e-09	5.0661498329773735e-09	0.9999999999992578	5.06614980731526e-09
BEL__SAMEA117989608	BEL	resurgence	L1_02.05	NODE_0060->NODE_0119:BEL	0.7206612855050137	NODE_0119->NODE_0123:BEL	0.2695847300747033	0.2695847300747033	0.7206614557669161	0.2722401095093143
BEL__SAMEA117989610	BEL	resurgence	L1_02.05	NODE_0107->BEL__SAMEA117989610:BEL	0.996638405514314	NODE_0107->BEL__SAMEA117989610:BEL	0.996638405514314	0.996638405514314	0.1647295855304578	0.8581590100634112
BEL__SAMEA117989611	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0653->BEL__SAMEA117989611:BEL	1.2125089821068968e-09	1.2125089821068968e-09	0.9999999999992578	1.212508980637619e-09
BEL__SAMEA117989612	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0618->BEL__SAMEA117989612:BEL	9.113512167147064e-10	9.113512167147064e-10	0.999999999893266	9.113512159814175e-10
BEL__SAMEA117989613	BEL	resurgence	L1_02.07	NODE_0587->NODE_0591:BEL	0.5318363025983978	NODE_0587->NODE_0591:BEL	0.5318363025983978	0.5318363025983978	0.1647295855304578	0.7635118395289765
BEL__SAMEA117989614	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0664->BEL__SAMEA117989614:BEL	5.157586608794951e-05	5.157586608794951e-05	0.9999999999992578	5.15732061552134e-05
BEL__SAMEA117989615	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0665->BEL__SAMEA117989615:BEL	5.507178411123803e-05	5.507178411123803e-05	0.9999999999992578	5.506875137689179e-05
BEL__SAMEA117989616	BEL	resurgence	L1_02.06	NODE_0611->NODE_0612:BEL	0.7235820867895973	NODE_0665->BEL__SAMEA117989616:BEL	5.507178411123803e-05	5.507178411123803e-05	0.9999999999992578	5.506875137689179e-05
BEL__SAMEA117989617	BEL	resurgence	L1_02.06	NODE_0282->BEL__SAMEA117989617:BEL	0.9999986436809394	NODE_0282->BEL__SAMEA117989617:BEL	0.9999986436809394	0.9999986436809394	0.1647295855304578	0.8585682209814806
CHN__SAMN03249373	CHN	prepandemic	Other	NODE_0943->NODE_0944:CHN	0.432536215635805		0.0	0.0	1.0	0.0
CHN__SAMN22851881	CHN	prepandemic	Other	NODE_0943->NODE_0944:CHN	0.432536215635805		0.0	0.0	1.0	0.0
CHN__SAMN09947459	CHN	prepandemic	L1_02.06	NODE_0688->CHN__SAMN09947459:CHN	0.9566882862789882		0.0	0.0	1.0	0.0
CHN__SAMN09947460	CHN	prepandemic	L1_01.02	NODE_0769->CHN__SAMN09947460:CHN	0.9988472628036646		0.0	0.0	1.0	0.0
CHN__SAMN09947464	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09947467	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09947473	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09947475	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN11295233	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07326325	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329769	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329777	CHN	prepandemic	L1_02.06	NODE_0717->CHN__SAMN07329777:CHN	0.99795014216445		0.0	0.0	1.0	0.0
CHN__SAMN07329779	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329785	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN07329787	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09947486	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09947492	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09947493	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329781	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329782	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329783	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329789	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329790	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN07329793	CHN	prepandemic	L1_02.06	NODE_0197->CHN__SAMN07329793:CHN	0.9999999520653741		0.0	0.0	1.0	0.0
CHN__SAMN33268689	CHN	prepandemic	L1_02.06	NODE_0187->NODE_0318:CHN	0.7682249632053139		0.0	0.0	1.0	0.0
CHN__SAMN33268690	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN39683174	CHN	prepandemic	L1_02.06	NODE_0689->CHN__SAMN39683174:CHN	0.9573861665754494		0.0	0.0	1.0	0.0
CHN__SAMN39683176	CHN	prepandemic	L1_02.06	NODE_0317->CHN__SAMN39683176:CHN	0.9999991938811152		0.0	0.0	1.0	0.0
CHN__SAMN39682877	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN39682878	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN09941175	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN17613197	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN17613198	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN22233915	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN22233924	CHN	prepandemic	L1_02.05	NODE_0112->CHN__SAMN22233924:CHN	0.7914869299497009		0.0	0.0	1.0	0.0
CHN__SAMN32033974	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN32033981	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN33268552	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN39682971	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN39683227	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151934	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151935	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151936	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151937	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151938	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151939	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151940	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151941	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151942	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151943	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151944	CHN	prepandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN50151945	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151946	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151947	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151948	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151949	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151950	CHN	prepandemic	L1_02.06	NODE_0266->NODE_0302:CHN	0.9998918462147168		0.0	0.0	1.0	0.0
CHN__SAMN50151951	CHN	prepandemic	L1_02.06	NODE_0266->NODE_0302:CHN	0.9998918462147168		0.0	0.0	1.0	0.0
CHN__SAMN50151952	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151953	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151954	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151955	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151956	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151957	CHN	prepandemic	L1_02.06	NODE_0609->CHN__SAMN50151957:CHN	0.9998643028660847		0.0	0.0	1.0	0.0
CHN__SAMN22233918	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN22233923	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN32033992	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN32033997	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN39683481	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN39683486	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373914	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373915	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373916	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373917	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373918	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373919	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373920	CHN	prepandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN41373921	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373922	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373923	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN41373924	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373925	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373927	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373928	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373929	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373930	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373931	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373932	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373933	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373934	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
