tree_sample_id	genome_record_id	tree_role	country_iso3	epidemic_period	model_sublineage_id	primary_model_lineage_id	published_branch	published_lineage	published_sublineage	published_mt28_label	has_published_mt28_label	is_l10207	inside_published_mt28_mrca	published_annotation_source
CHN__SAMN44583837	CHN::SAMN44583837	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583838	CHN::SAMN44583838	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583839	CHN::SAMN44583839	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583840	CHN::SAMN44583840	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583843	CHN::SAMN44583843	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583845	CHN::SAMN44583845	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583846	CHN::SAMN44583846	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583859	CHN::SAMN44583859	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583863	CHN::SAMN44583863	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583865	CHN::SAMN44583865	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583870	CHN::SAMN44583870	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583871	CHN::SAMN44583871	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583872	CHN::SAMN44583872	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583886	CHN::SAMN44583886	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583912	CHN::SAMN44583912	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583924	CHN::SAMN44583924	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583927	CHN::SAMN44583927	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583945	CHN::SAMN44583945	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583946	CHN::SAMN44583946	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583959	CHN::SAMN44583959	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44583972	CHN::SAMN44583972	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584005	CHN::SAMN44584005	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584012	CHN::SAMN44584012	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584022	CHN::SAMN44584022	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584026	CHN::SAMN44584026	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584033	CHN::SAMN44584033	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584039	CHN::SAMN44584039	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584040	CHN::SAMN44584040	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584044	CHN::SAMN44584044	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584067	CHN::SAMN44584067	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584068	CHN::SAMN44584068	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584073	CHN::SAMN44584073	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584075	CHN::SAMN44584075	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584082	CHN::SAMN44584082	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584094	CHN::SAMN44584094	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44584104	CHN::SAMN44584104	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590209	CHN::SAMN44590209	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590214	CHN::SAMN44590214	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590219	CHN::SAMN44590219	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590224	CHN::SAMN44590224	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590233	CHN::SAMN44590233	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590238	CHN::SAMN44590238	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590242	CHN::SAMN44590242	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590252	CHN::SAMN44590252	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590257	CHN::SAMN44590257	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590261	CHN::SAMN44590261	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590265	CHN::SAMN44590265	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590268	CHN::SAMN44590268	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590275	CHN::SAMN44590275	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590276	CHN::SAMN44590276	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590282	CHN::SAMN44590282	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590283	CHN::SAMN44590283	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590291	CHN::SAMN44590291	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590292	CHN::SAMN44590292	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590294	CHN::SAMN44590294	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590295	CHN::SAMN44590295	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590307	CHN::SAMN44590307	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590310	CHN::SAMN44590310	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590311	CHN::SAMN44590311	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590312	CHN::SAMN44590312	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN44590314	CHN::SAMN44590314	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151955	CHN::SAMN50151955	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151956	CHN::SAMN50151956	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151958	CHN::SAMN50151958	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151962	CHN::SAMN50151962	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151963	CHN::SAMN50151963	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151964	CHN::SAMN50151964	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151965	CHN::SAMN50151965	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151977	CHN::SAMN50151977	focal	CHN	prepandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151990	CHN::SAMN50151990	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151991	CHN::SAMN50151991	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151995	CHN::SAMN50151995	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50151998	CHN::SAMN50151998	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152004	CHN::SAMN50152004	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152005	CHN::SAMN50152005	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152007	CHN::SAMN50152007	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152013	CHN::SAMN50152013	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152020	CHN::SAMN50152020	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152021	CHN::SAMN50152021	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152026	CHN::SAMN50152026	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152028	CHN::SAMN50152028	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152031	CHN::SAMN50152031	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152036	CHN::SAMN50152036	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152040	CHN::SAMN50152040	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152043	CHN::SAMN50152043	focal	CHN	pandemic	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152046	CHN::SAMN50152046	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152047	CHN::SAMN50152047	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152049	CHN::SAMN50152049	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152051	CHN::SAMN50152051	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152052	CHN::SAMN50152052	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152053	CHN::SAMN50152053	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152054	CHN::SAMN50152054	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152056	CHN::SAMN50152056	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152057	CHN::SAMN50152057	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152059	CHN::SAMN50152059	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152069	CHN::SAMN50152069	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152080	CHN::SAMN50152080	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152085	CHN::SAMN50152085	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152092	CHN::SAMN50152092	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
CHN__SAMN50152101	CHN::SAMN50152101	focal	CHN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
FRA__SAMEA117615784	FRA::SAMEA117615784	focal	FRA	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00885979	JPN::SAMD00885979	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00885980	JPN::SAMD00885980	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892034	JPN::SAMD00892034	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892035	JPN::SAMD00892035	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892036	JPN::SAMD00892036	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892039	JPN::SAMD00892039	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892040	JPN::SAMD00892040	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892042	JPN::SAMD00892042	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892045	JPN::SAMD00892045	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892046	JPN::SAMD00892046	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892047	JPN::SAMD00892047	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892048	JPN::SAMD00892048	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892049	JPN::SAMD00892049	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892050	JPN::SAMD00892050	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892052	JPN::SAMD00892052	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00892053	JPN::SAMD00892053	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920271	JPN::SAMD00920271	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920272	JPN::SAMD00920272	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920273	JPN::SAMD00920273	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920275	JPN::SAMD00920275	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920276	JPN::SAMD00920276	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920279	JPN::SAMD00920279	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920280	JPN::SAMD00920280	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD00920282	JPN::SAMD00920282	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593369	JPN::SAMD01593369	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593370	JPN::SAMD01593370	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593371	JPN::SAMD01593371	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593373	JPN::SAMD01593373	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593374	JPN::SAMD01593374	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593375	JPN::SAMD01593375	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01593376	JPN::SAMD01593376	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697899	JPN::SAMD01697899	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697901	JPN::SAMD01697901	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697902	JPN::SAMD01697902	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697903	JPN::SAMD01697903	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697906	JPN::SAMD01697906	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697907	JPN::SAMD01697907	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697909	JPN::SAMD01697909	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697911	JPN::SAMD01697911	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697912	JPN::SAMD01697912	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697913	JPN::SAMD01697913	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697914	JPN::SAMD01697914	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697915	JPN::SAMD01697915	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697916	JPN::SAMD01697916	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697917	JPN::SAMD01697917	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697918	JPN::SAMD01697918	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697920	JPN::SAMD01697920	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697925	JPN::SAMD01697925	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697929	JPN::SAMD01697929	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697933	JPN::SAMD01697933	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01697934	JPN::SAMD01697934	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01797762	JPN::SAMD01797762	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01797763	JPN::SAMD01797763	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
JPN__SAMD01797764	JPN::SAMD01797764	focal	JPN	resurgence	L1_02.07	L1_02.07					FALSE	TRUE	TRUE	transmission_genome_records
AUS__SAMEA751155	AUS::SAMEA751155	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751183	AUS::SAMEA751183	focal	AUS	prepandemic	L1_01.01	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751337	AUS::SAMEA751337	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751475	AUS::SAMEA751475	focal	AUS	prepandemic	L1_01.01	Other					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751476	AUS::SAMEA751476	focal	AUS	prepandemic	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751477	AUS::SAMEA751477	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751508	AUS::SAMEA751508	focal	AUS	prepandemic	L1_01.01	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751511	AUS::SAMEA751511	focal	AUS	prepandemic	L1_01.01	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751512	AUS::SAMEA751512	focal	AUS	prepandemic	L1_01.01	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMEA751513	AUS::SAMEA751513	focal	AUS	prepandemic	L1_01.01	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN07235949	AUS::SAMN07235949	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443709	AUS::SAMN08443709	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443715	AUS::SAMN08443715	focal	AUS	prepandemic	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443734	AUS::SAMN08443734	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443742	AUS::SAMN08443742	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443746	AUS::SAMN08443746	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443767	AUS::SAMN08443767	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443771	AUS::SAMN08443771	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443772	AUS::SAMN08443772	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443778	AUS::SAMN08443778	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN08443780	AUS::SAMN08443780	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN18200430	AUS::SAMN18200430	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN18200431	AUS::SAMN18200431	focal	AUS	prepandemic	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN18200432	AUS::SAMN18200432	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22857945	AUS::SAMN22857945	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22857989	AUS::SAMN22857989	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
