Sample1	Sample2	Distance	Mismatches (proportion)	Match count	Mismatch count	cgmlst_jointly_called_loci	cgmlst_allelic_mismatches	cgmlst_mismatch_fraction
CHN__SAMN41373932	CHN__SAMN44583870	91	0.0079469042005065	11360	91	2034	37	0.018190757128810225
CHN__SAMN41373932	CHN__SAMN44583871	86	0.0075115730631496	11363	86	2035	36	0.01769041769041769
CHN__SAMN41373932	CHN__SAMN44583872	87	0.0075975897301545	11364	87	2033	35	0.01721593703885883
CHN__SAMN41373932	CHN__SAMN44583886	92	0.0080342328180944	11359	92	2032	34	0.01673228346456693
CHN__SAMN41373932	CHN__SAMN44583912	89	0.0079111111111111	11161	89	2025	36	0.017777777777777778
CHN__SAMN41373932	CHN__SAMN44583924	88	0.0077924377933232	11205	88	2033	36	0.017707820954254796
CHN__SAMN41373932	CHN__SAMN44583927	89	0.008010080100801	11022	89	2014	35	0.01737835153922542
CHN__SAMN41373932	CHN__SAMN44583945	88	0.0077931278781438	11204	88	2031	37	0.018217626784835055
CHN__SAMN41373932	CHN__SAMN44583946	89	0.0078635801378335	11229	89	2034	34	0.01671583087512291
CHN__SAMN41373932	CHN__SAMN44583959	92	0.0082785926392513	11021	92	2020	36	0.01782178217821782
CHN__SAMN41373932	CHN__SAMN44583972	88	0.0077800371319954	11223	88	2031	36	0.01772525849335303
CHN__SAMN41373932	CHN__SAMN44584005	87	0.0075975897301545	11364	87	2035	37	0.01818181818181818
CHN__SAMN41373932	CHN__SAMN44584012	84	0.0073336825563122	11370	84	2034	35	0.01720747295968535
CHN__SAMN41373932	CHN__SAMN44584022	83	0.007247009517157	11370	83	2035	35	0.0171990171990172
CHN__SAMN41373932	CHN__SAMN44584026	82	0.0071609466422146	11369	82	2033	34	0.016724053123462864
CHN__SAMN41373932	CHN__SAMN44584033	86	0.0075109170305676	11364	86	2032	34	0.01673228346456693
CHN__SAMN41373932	CHN__SAMN44584039	86	0.0075096053091163	11366	86	2032	34	0.01673228346456693
CHN__SAMN41373932	CHN__SAMN44584040	84	0.0073356038773906	11367	84	2034	34	0.01671583087512291
CHN__SAMN41373932	CHN__SAMN44584044	83	0.0072489082969432	11367	83	2035	35	0.0171990171990172
CHN__SAMN41373932	CHN__SAMN44584067	85	0.0074216362525102	11368	85	2035	35	0.0171990171990172
CHN__SAMN41373932	CHN__SAMN44584068	89	0.0077722469653305	11362	89	2034	37	0.018190757128810225
CHN__SAMN41373932	CHN__SAMN44584073	90	0.0078575170246202	11364	90	2033	37	0.01819970486965076
CHN__SAMN41373932	CHN__SAMN44584075	83	0.0072501747030048	11365	83	2035	35	0.0171990171990172
CHN__SAMN41373932	CHN__SAMN44584082	94	0.0082096069868995	11356	94	2033	37	0.01819970486965076
CHN__SAMN41373932	CHN__SAMN44584094	90	0.0078575170246202	11364	90	2032	34	0.01673228346456693
CHN__SAMN41373932	CHN__SAMN44584104	89	0.0077722469653305	11362	89	2033	36	0.017707820954254796
CHN__SAMN41373932	CHN__SAMN44590209	85	0.0074229324949786	11366	85	2035	34	0.016707616707616706
CHN__SAMN41373932	CHN__SAMN44590214	89	0.0077715682850157	11363	89	2032	35	0.0172244094488189
CHN__SAMN41373932	CHN__SAMN44590219	87	0.0075982532751091	11363	87	2032	34	0.01673228346456693
CHN__SAMN41373932	CHN__SAMN44590224	89	0.0077722469653305	11362	89	2034	36	0.017699115044247787
CHN__SAMN41373932	CHN__SAMN44590233	88	0.0076869322152341	11360	88	2031	34	0.01674052191038897
CHN__SAMN41373932	CHN__SAMN44590238	92	0.0080293244894396	11366	92	2035	37	0.01818181818181818
CHN__SAMN41373932	CHN__SAMN44590242	88	0.0076849183477425	11363	88	2035	37	0.01818181818181818
CHN__SAMN41373932	CHN__SAMN44590252	87	0.0075982532751091	11363	87	2033	36	0.017707820954254796
CHN__SAMN41373932	CHN__SAMN44590257	90	0.0078774617067833	11335	90	2033	37	0.01819970486965076
CHN__SAMN41373932	CHN__SAMN44590261	89	0.0077708897232166	11364	89	2035	36	0.01769041769041769
CHN__SAMN41373932	CHN__SAMN44590265	88	0.0076829055351842	11366	88	2035	37	0.01818181818181818
CHN__SAMN41373932	CHN__SAMN44590268	92	0.0080342328180944	11359	92	2034	39	0.019174041297935103
CHN__SAMN41373932	CHN__SAMN44590275	84	0.0073356038773906	11367	84	2035	35	0.0171990171990172
CHN__SAMN41373932	CHN__SAMN44590276	89	0.0077729257641921	11361	89	2032	37	0.018208661417322834
CHN__SAMN41373932	CHN__SAMN44590282	85	0.0074216362525102	11368	85	2034	35	0.01720747295968535
CHN__SAMN41373932	CHN__SAMN44590283	87	0.0075962629878634	11366	87	2033	36	0.017707820954254796
CHN__SAMN41373932	CHN__SAMN44590291	85	0.0074229324949786	11366	85	2033	34	0.016724053123462864
CHN__SAMN41373932	CHN__SAMN44590292	89	0.0077702112799022	11365	89	2034	35	0.01720747295968535
CHN__SAMN41373932	CHN__SAMN44590294	85	0.0074209883010302	11369	85	2034	35	0.01720747295968535
CHN__SAMN41373932	CHN__SAMN44590295	88	0.0076822348319511	11367	88	2033	35	0.01721593703885883
CHN__SAMN41373932	CHN__SAMN44590307	91	0.0079462102689486	11361	91	2032	36	0.017716535433070866
CHN__SAMN41373932	CHN__SAMN44590310	86	0.0075069832402234	11370	86	2035	35	0.0171990171990172
CHN__SAMN41373932	CHN__SAMN44590311	87	0.0075949367088607	11368	87	2034	35	0.01720747295968535
CHN__SAMN41373932	CHN__SAMN44590312	86	0.0075082940457482	11368	86	2032	34	0.01673228346456693
CHN__SAMN41373932	CHN__SAMN44590314	87	0.0075969263010827	11365	87	2034	35	0.01720747295968535
CHN__SAMN41373932	CHN__SAMN45156031	107	0.0095390924489613	11110	107	2033	38	0.018691588785046728
CHN__SAMN41373932	CHN__SAMN45156034	106	0.0095538530869761	10989	106	2028	36	0.01775147928994083
CHN__SAMN41373932	CHN__SAMN45156054	88	0.0076782130704127	11373	88	2032	35	0.0172244094488189
CHN__SAMN41373932	CHN__SAMN45156057	121	0.0107013354559122	11186	121	2029	34	0.016757023164120255
CHN__SAMN41373932	CHN__SAMN45156063	88	0.0077064541553551	11331	88	2033	34	0.016724053123462864
CHN__SAMN41373932	CHN__SAMN45156066	87	0.007590960649158	11374	87	2034	34	0.01671583087512291
CHN__SAMN41373932	CHN__SAMN50152057	81	0.0070717653221581	11373	81	2035	34	0.016707616707616706
CHN__SAMN41373932	CHN__SAMN50152059	83	0.0072451117318435	11373	83	2033	35	0.01721593703885883
CHN__SAMN41373932	CHN__SAMN50152066	88	0.0078902537433874	11065	88	2031	35	0.017232890201871
CHN__SAMN41373932	CHN__SAMN50152069	88	0.0078888390856118	11067	88	2028	34	0.016765285996055226
CHN__SAMN41373932	CHN__SAMN50152080	89	0.0078193639079247	11293	89	2033	36	0.017707820954254796
CHN__SAMN41373932	CHN__SAMN50152085	91	0.007976159172583	11318	91	2034	37	0.018190757128810225
CHN__SAMN41373932	CHN__SAMN50152092	90	0.0079442139641627	11239	90	2034	36	0.017699115044247787
CHN__SAMN41373932	CHN__SAMN50152101	103	0.0091441761363636	11161	103	2031	36	0.01772525849335303
CHN__SAMN41373932	FRA__SAMEA751372	81	0.0072522159548751	11088	81	2031	31	0.015263417035942885
CHN__SAMN41373932	FRA__SAMN03366100	73	0.0064192754132958	11299	73	2018	30	0.014866204162537165
CHN__SAMN41373932	FRA__SAMN03491902	83	0.0072489082969432	11367	83	2034	36	0.017699115044247787
CHN__SAMN41373932	FRA__SAMN03491903	76	0.0066329202304067	11382	76	2035	33	0.016216216216216217
CHN__SAMN41373932	FRA__SAMEA4700352	88	0.0077132088701902	11321	88	1858	28	0.015069967707212056
CHN__SAMN41373932	FRA__SAMN09862835	88	0.0077132088701902	11321	88	1858	28	0.015069967707212056
CHN__SAMN41373932	FRA__SAMEA115874185	109	0.0097977528089887	11016	109	2032	38	0.018700787401574805
CHN__SAMN41373932	FRA__SAMEA115874190	124	0.0111560953666216	10991	124	2031	40	0.019694731659281144
CHN__SAMN41373932	FRA__SAMEA115874198	96	0.0084888142187638	11213	96	2034	36	0.017699115044247787
CHN__SAMN41373932	FRA__SAMEA115874201	100	0.0089301661010894	11098	100	2032	34	0.01673228346456693
CHN__SAMN41373932	FRA__SAMEA115874203	98	0.0087648689741525	11083	98	2032	35	0.0172244094488189
CHN__SAMN41373932	FRA__SAMEA115874211	98	0.0087414146820087	11113	98	2033	33	0.016232169208066895
CHN__SAMN41373932	FRA__SAMEA115874212	109	0.0097530422333571	11067	109	2034	37	0.018190757128810225
CHN__SAMN41373932	FRA__SAMEA115874213	77	0.006900878293601	11081	77	2013	28	0.013909587680079483
CHN__SAMN41373932	FRA__SAMEA115874215	107	0.0095467523197715	11101	107	2033	37	0.01819970486965076
CHN__SAMN41373932	FRA__SAMEA115874216	81	0.0072926982983703	11026	81	2015	22	0.010918114143920596
CHN__SAMN41373932	FRA__SAMEA115874219	109	0.0097574075731805	11062	109	2029	41	0.020206998521439132
CHN__SAMN41373932	FRA__SAMEA115874226	88	0.0079279279279279	11012	88	2014	26	0.012909632571996028
CHN__SAMN41373932	FRA__SAMEA115874228	96	0.0086595706296229	10990	96	2030	37	0.018226600985221674
CHN__SAMN41373932	FRA__SAMEA115874229	103	0.0093035859452623	10968	103	2030	41	0.02019704433497537
CHN__SAMN41373932	FRA__SAMEA115874235	99	0.0089141004862236	11007	99	2032	37	0.018208661417322834
CHN__SAMN41373932	FRA__SAMEA115874241	148	0.0133706748577107	10921	148	2020	42	0.020792079207920793
CHN__SAMN41373932	FRA__SAMEA115874242	99	0.0088900862068965	11037	99	2026	37	0.01826258637709773
CHN__SAMN41373932	FRA__SAMEA115874248	99	0.0089044792228818	11019	99	2022	33	0.016320474777448073
CHN__SAMN41373932	FRA__SAMEA117615782	99	0.0086773599789639	11310	99	2032	37	0.018208661417322834
CHN__SAMN41373932	FRA__SAMEA117615783	92	0.0080666374397194	11313	92	2035	37	0.01818181818181818
CHN__SAMN41373932	FRA__SAMEA117615784	95	0.0083056478405315	11343	95	2035	35	0.0171990171990172
CHN__SAMN41373932	FRA__SAMEA117615785	242	0.0211871826300122	11180	242	1962	32	0.0163098878695209
CHN__SAMN41373932	FRA__SAMEA117615786	192	0.0168880288503826	11177	192	1977	25	0.012645422357106728
CHN__SAMN41373932	FRA__SAMN42490576	93	0.0081208522528815	11359	93	1835	35	0.01907356948228883
CHN__SAMN41373932	JPN__SAMN04875532	165	0.0143565648655703	11328	165	2023	64	0.03163618388531883
CHN__SAMN41373932	JPN__SAMN03249374	165	0.0143528183716075	11331	165	2035	64	0.03144963144963145
CHN__SAMN41373932	JPN__SAMN09862822	167	0.014599178249847	11272	167	2035	64	0.03144963144963145
CHN__SAMN41373932	JPN__SAMEA41263168	90	0.0079723624767472	11199	90	2014	31	0.015392254220456803
CHN__SAMN41373932	JPN__SAMEA41187418	96	0.008582923558337	11089	96	2012	30	0.014910536779324055
CHN__SAMN41373932	JPN__SAMEA41296918	100	0.0088082445168677	11253	100	2015	31	0.015384615384615385
CHN__SAMN41373932	JPN__SAMEA41211418	100	0.0088362640275691	11217	100	2016	35	0.017361111111111112
CHN__SAMN41373932	JPN__SAMEA41286418	103	0.0090933168535358	11224	103	2014	32	0.015888778550148957
CHN__SAMN41373932	JPN__SAMEA751448	98	0.0086794792312461	11193	98	2014	39	0.019364448857994043
CHN__SAMN41373932	JPN__SAMEA41226418	68	0.0059456151088572	11369	68	2026	17	0.00839091806515301
CHN__SAMN41373932	JPN__SAMEA41241418	73	0.0064119455423803	11312	73	2035	24	0.011793611793611793
CHN__SAMN41373932	JPN__SAMEA41249668	74	0.0064809949203012	11344	74	2035	24	0.011793611793611793
CHN__SAMN41373932	JPN__SAMEA41188918	72	0.0063102541630148	11338	72	2033	26	0.01278898180029513
CHN__SAMN41373932	JPN__SAMEA751489	184	0.0163584637268847	11064	184	2033	73	0.03590752582390556
CHN__SAMN41373932	JPN__SAMEA41194168	71	0.0062275239014121	11330	71	2034	28	0.01376597836774828
CHN__SAMN41373932	JPN__SAMEA41214418	84	0.0073684210526315	11316	84	2031	33	0.01624815361890694
CHN__SAMN41373932	JPN__SAMEA41218168	111	0.0098325803879883	11178	111	2004	33	0.016467065868263474
CHN__SAMN41373932	JPN__SAMEA41218918	109	0.0096374889478337	11201	109	2019	39	0.019316493313521546
CHN__SAMN41373932	JPN__SAMD00570793	75	0.0065456449642171	11383	75	2032	28	0.013779527559055118
CHN__SAMN41373932	JPN__SAMEA41224918	111	0.0097926775474194	11224	111	2018	37	0.018334985133795837
CHN__SAMN41373932	JPN__SAMEA41227918	79	0.0069432237651608	11299	79	2029	28	0.013799901429275506
CHN__SAMN41373932	JPN__SAMEA41231668	93	0.0081557484872402	11310	93	2029	30	0.014785608674223755
CHN__SAMN41373932	JPN__SAMEA751127	111	0.0097866337506612	11231	111	2019	42	0.020802377414561663
CHN__SAMN41373932	JPN__SAMEA41239918	79	0.0069536132382712	11282	79	2032	30	0.014763779527559055
CHN__SAMN41373932	JPN__SAMEA41242918	76	0.0066614076606188	11333	76	2033	30	0.014756517461878997
CHN__SAMN41373932	JPN__SAMEA41240668	84	0.0073542286814918	11338	84	2033	32	0.01574028529267093
CHN__SAMN41373932	JPN__SAMEA41297668	110	0.0096762843068261	11258	110	2017	38	0.018839861179970253
CHN__SAMN41373932	JPN__SAMEA41307418	110	0.0097173144876325	11210	110	2015	38	0.018858560794044667
CHN__SAMN41373932	JPN__SAMD00328188	76	0.0066596565019277	11336	76	2033	34	0.016724053123462864
CHN__SAMN41373932	JPN__SAMD00328195	80	0.0070064809949203	11338	80	2033	34	0.016724053123462864
CHN__SAMN41373932	JPN__SAMEA41257168	89	0.0078407188793938	11262	89	2033	34	0.016724053123462864
CHN__SAMN41373932	JPN__SAMD00328201	83	0.0072654061624649	11341	83	2032	34	0.01673228346456693
CHN__SAMN41373932	JPN__SAMEA41264668	85	0.0075744074140081	11137	85	2019	30	0.014858841010401188
CHN__SAMN41373932	JPN__SAMEA41323168	84	0.007361963190184	11326	84	2034	34	0.01671583087512291
CHN__SAMN41373932	JPN__SAMD00549621	82	0.0071659529843572	11361	82	2034	34	0.01671583087512291
CHN__SAMN41373932	JPN__SAMD00549631	123	0.0107942079859587	11272	123	2011	38	0.018896071606166086
CHN__SAMN41373932	JPN__SAMD00328237	12	0.0010438413361169	11484	12	2034	6	0.0029498525073746312
CHN__SAMN41373932	JPN__SAMD00549575	14	0.0012178148921363	11482	14	2034	4	0.0019665683382497543
CHN__SAMN41373932	JPN__SAMD00549636	88	0.0076943254349916	11349	88	2031	34	0.01674052191038897
CHN__SAMN41373932	JPN__SAMD00872997	90	0.0078747046985738	11339	90	2029	32	0.015771315919172007
CHN__SAMN41373932	JPN__SAMD00570813	82	0.007168458781362	11357	82	1987	34	0.017111222949169603
CHN__SAMN41373932	JPN__SAMD00885979	86	0.0075069832402234	11370	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00885980	90	0.0078534031413612	11370	90	2035	38	0.018673218673218674
CHN__SAMN41373932	JPN__SAMD00892034	85	0.007417750239986	11374	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00920274	82	0.0071584460934089	11373	82	2034	33	0.016224188790560472
CHN__SAMN41373932	JPN__SAMD00920279	84	0.0073298429319371	11376	84	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01593369	88	0.0076788830715532	11372	88	2034	37	0.018190757128810225
CHN__SAMN41373932	JPN__SAMD01593370	86	0.0075037082279033	11375	86	2034	35	0.01720747295968535
CHN__SAMN41373932	JPN__SAMD01593371	84	0.0073292033853939	11377	84	2033	35	0.01721593703885883
CHN__SAMN41373932	JPN__SAMD01593372	68	0.0059591622119007	11343	68	2021	23	0.011380504700643246
CHN__SAMN41373932	JPN__SAMD01593373	85	0.0074164558066486	11376	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01593374	84	0.0073292033853939	11377	84	2035	36	0.01769041769041769
CHN__SAMN41373932	JPN__SAMD00892035	84	0.0073349633251833	11368	84	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892036	87	0.0075922855397504	11372	87	2035	37	0.01818181818181818
CHN__SAMN41373932	JPN__SAMD00892038	92	0.0080391471513456	11352	92	2035	39	0.019164619164619166
CHN__SAMN41373932	JPN__SAMD00892039	86	0.0075037082279033	11375	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892040	84	0.0073292033853939	11377	84	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892042	84	0.0073292033853939	11377	84	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892045	85	0.007417750239986	11374	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892046	84	0.0073356038773906	11367	84	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892047	86	0.0075128854721761	11361	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892048	85	0.0074164558066486	11376	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892049	85	0.0074164558066486	11376	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892050	85	0.0074164558066486	11376	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD00892052	88	0.0076782130704127	11373	88	2035	37	0.01818181818181818
CHN__SAMN41373932	JPN__SAMD00892053	86	0.0075037082279033	11375	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01593375	85	0.0074164558066486	11376	85	2033	35	0.01721593703885883
CHN__SAMN41373932	JPN__SAMD01593376	85	0.0074164558066486	11376	85	2034	35	0.01720747295968535
CHN__SAMN41373932	JPN__SAMD01697899	86	0.0075050178898682	11373	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697901	88	0.0076916353465606	11353	88	2035	38	0.018673218673218674
CHN__SAMN41373932	JPN__SAMD01697903	84	0.0073292033853939	11377	84	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697907	85	0.0074164558066486	11376	85	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697909	86	0.007515511666521	11357	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697911	88	0.0077051046318185	11333	88	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697913	87	0.0076255587693925	11322	87	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697915	86	0.0075280112044817	11338	86	2035	36	0.01769041769041769
CHN__SAMN41373932	JPN__SAMD01697916	88	0.0076949982511367	11348	88	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697917	89	0.0077872079797007	11340	89	2035	37	0.01818181818181818
CHN__SAMN41373932	JPN__SAMD01697918	91	0.0079705702023298	11326	91	2034	38	0.018682399213372666
CHN__SAMN41373932	JPN__SAMD01697919	95	0.0083260297984224	11315	95	2035	39	0.019164619164619166
CHN__SAMN41373932	JPN__SAMD01697920	89	0.0078056481319066	11313	89	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01697925	85	0.0074430823117338	11335	85	2034	35	0.01720747295968535
CHN__SAMN41373932	JPN__SAMD01697933	86	0.0075037082279033	11375	86	2035	35	0.0171990171990172
CHN__SAMN41373932	JPN__SAMD01797763	83	0.0072419509641392	11378	83	2034	35	0.01720747295968535
CHN__SAMN41373933	CHN__SAMN41373934	7	0.0006090663882363	11486	7	2035	0	0.0
CHN__SAMN41373933	CHN__SAMN41373935	12	0.0010451140916216	11470	12	2034	2	0.0009832841691248771
CHN__SAMN41373933	CHN__SAMN41373936	11	0.0009571043243713	11482	11	2032	0	0.0
CHN__SAMN41373933	CHN__SAMN41373937	7	0.0006102345044024	11464	7	2034	0	0.0
CHN__SAMN41373933	CHN__SAMN41373938	11	0.0009571876087713	11481	11	2034	1	0.0004916420845624386
CHN__SAMN41373933	CHN__SAMN41373939	8	0.000696439453295	11479	8	2033	0	0.0
CHN__SAMN41373933	CHN__SAMN41373940	13	0.0011327001829746	11464	13	2032	1	0.0004921259842519685
CHN__SAMN41373933	CHN__SAMN41373941	12	0.0010441138084051	11481	12	2035	1	0.0004914004914004914
CHN__SAMN41373933	CHN__SAMN41373942	35	0.0030517045949952	11434	35	2035	7	0.0034398034398034397
CHN__SAMN41373933	CHN__SAMN41373943	7	0.0006093845216331	11480	7	2034	0	0.0
CHN__SAMN41373933	CHN__SAMN41373944	10	0.0008714596949891	11465	10	2033	1	0.0004918839153959665
CHN__SAMN41373933	CHN__SAMN41373945	9	0.0007830853563038	11484	9	2034	0	0.0
CHN__SAMN41373933	CHN__SAMN41373946	10	0.0008704735376044	11478	10	2032	1	0.0004921259842519685
CHN__SAMN41373933	CHN__SAMN41373947	13	0.0011316155988857	11475	13	2032	1	0.0004921259842519685
CHN__SAMN41373933	CHN__SAMN41373948	9	0.0007833579946035	11480	9	2031	0	0.0
CHN__SAMN41373933	CHN__SAMN41373949	78	0.0068104426787741	11375	78	2034	30	0.014749262536873156
CHN__SAMN41373933	CHN__SAMN41373950	7	0.0006094375761796	11479	7	2035	0	0.0
CHN__SAMN41373933	CHN__SAMN41373951	12	0.0010447501305937	11474	12	2031	0	0.0
CHN__SAMN41373933	CHN__SAMN41373952	13	0.0011316155988857	11475	13	2033	0	0.0
CHN__SAMN41373933	CHN__SAMN41373953	79	0.0068977560464507	11374	79	2036	32	0.015717092337917484
CHN__SAMN41373933	CHN__SAMN41373954	10	0.0008700948403375	11483	10	2030	0	0.0
CHN__SAMN41373933	CHN__SAMN41373955	7	0.0006094906399651	11478	7	2034	0	0.0
CHN__SAMN41373933	CHN__SAMN41373956	41	0.0035704955151092	11442	41	2033	10	0.004918839153959666
CHN__SAMN41373933	CHN__SAMN41373957	9	0.0007836308228123	11476	9	2033	2	0.000983767830791933
CHN__SAMN41373933	CHN__SAMN41373958	82	0.007156571827544	11376	82	2034	32	0.015732546705998034
CHN__SAMN41373933	CHN__SAMN41373959	9	0.000783426183844	11479	9	2033	0	0.0
CHN__SAMN41373933	CHN__SAMN41373960	43	0.0037433620614607	11444	43	2030	10	0.0049261083743842365
CHN__SAMN41373933	CHN__SAMN41373961	11	0.0009577710056595	11474	11	2034	1	0.0004916420845624386
CHN__SAMN41373933	CHN__SAMN41373962	44	0.0038317512845075	11439	44	2029	10	0.0049285362247412515
CHN__SAMN41373933	CHN__SAMN41373963	7	0.0006090663882363	11486	7	2034	0	0.0
CHN__SAMN41373933	CHN__SAMN41373964	11	0.0009576042482806	11476	11	2028	0	0.0
CHN__SAMN41373933	CHN__SAMN41373965	12	0.0010446591799425	11475	12	2032	1	0.0004921259842519685
CHN__SAMN41373933	CHN__SAMN41373966	36	0.0031350692327788	11447	36	2035	10	0.004914004914004914
CHN__SAMN41373933	CHN__SAMN41373967	35	0.0030469226081657	11452	35	2035	7	0.0034398034398034397
CHN__SAMN41373933	CHN__SAMN41373968	11	0.0009576876197109	11475	11	2032	0	0.0
CHN__SAMN41373933	CHN__SAMN41373969	14	0.0012189812799303	11471	14	2031	2	0.0009847365829640572
CHN__SAMN41373933	CHN__SAMN41373970	12	0.0010447501305937	11474	12	2036	1	0.0004911591355599214
CHN__SAMN41373933	CHN__SAMN41373971	8	0.00069607587227	11485	8	2033	0	0.0
CHN__SAMN41373933	CHN__SAMN41373972	6	0.0005221477678182	11485	6	2035	1	0.0004914004914004914
CHN__SAMN41373933	CHN__SAMN41373973	8	0.0006965607313887	11477	8	2033	0	0.0
CHN__SAMN41373933	CHN__SAMN41373974	6	0.0005220569042025	11487	6	2036	1	0.0004911591355599214
CHN__SAMN41373933	CHN__SAMN41373975	10	0.0008702462796971	11481	10	2032	0	0.0
CHN__SAMN41373933	CHN__SAMN50151958	79	0.0069195059998248	11338	79	2036	33	0.016208251473477406
CHN__SAMN41373933	CHN__SAMN50151959	37	0.0032376618830941	11391	37	2035	10	0.004914004914004914
CHN__SAMN41373933	CHN__SAMN50151960	77	0.0067425569176882	11343	77	2036	30	0.014734774066797643
CHN__SAMN41373933	CHN__SAMN50151961	81	0.0070841350358579	11353	81	2035	33	0.016216216216216217
CHN__SAMN41373933	CHN__SAMN50151962	79	0.0069134505994574	11348	79	2036	32	0.015717092337917484
CHN__SAMN41373933	CHN__SAMN50151963	78	0.0068229531140657	11354	78	2036	32	0.015717092337917484
CHN__SAMN41373933	CHN__SAMN50151964	80	0.007020007020007	11316	80	2035	34	0.016707616707616706
CHN__SAMN41373933	CHN__SAMN50151965	79	0.0069128456422821	11349	79	2035	34	0.016707616707616706
CHN__SAMN41373933	CHN__SAMN50151966	80	0.0070175438596491	11320	80	2035	33	0.016216216216216217
CHN__SAMN41373933	CHN__SAMN50151967	84	0.0073885126220423	11285	84	2036	33	0.016208251473477406
CHN__SAMN41373933	CHN__SAMN50151968	5	0.0004364525139664	11451	5	2036	1	0.0004911591355599214
CHN__SAMN41373933	CHN__SAMN50151969	84	0.007369067462058	11315	84	2036	34	0.01669941060903733
CHN__SAMN41373933	CHN__SAMN50151970	78	0.0068595550083545	11293	78	2034	35	0.01720747295968535
CHN__SAMN41373933	CHN__SAMN50151971	10	0.0008736676568233	11436	10	2036	3	0.0014734774066797642
CHN__SAMN41373933	CHN__SAMN50151972	41	0.0035785982368857	11416	41	2036	10	0.004911591355599214
CHN__SAMN41373933	CHN__SAMN50151973	82	0.0071647007426823	11363	82	2036	35	0.01719056974459725
CHN__SAMN41373933	CHN__SAMN50151974	31	0.0027031740495291	11437	31	2036	10	0.004911591355599214
CHN__SAMN41373933	CHN__SAMN50151975	30	0.0026146069374237	11444	30	2036	10	0.004911591355599214
CHN__SAMN41373933	CHN__SAMN50151976	31	0.0027081331353192	11416	31	2036	10	0.004911591355599214
CHN__SAMN41373933	CHN__SAMN50151977	78	0.006812822080531	11371	78	2035	34	0.016707616707616706
CHN__SAMN41373933	CHN__SAMN50151978	17	0.0014848458380644	11432	17	2035	4	0.0019656019656019656
CHN__SAMN41373933	CHN__SAMN50151979	6	0.0005234231876472	11457	6	2036	1	0.0004911591355599214
CHN__SAMN41373933	CHN__SAMN50151980	5	0.0004355021339604	11476	5	2036	1	0.0004911591355599214
CHN__SAMN41373933	CHN__SAMN50151981	10	0.0008704735376044	11478	10	2036	3	0.0014734774066797642
CHN__SAMN41373933	CHN__SAMN50151982	11	0.0009590235396687	11459	11	2036	3	0.0014734774066797642
CHN__SAMN41373933	CHN__SAMN50151983	10	0.0008715356458079	11464	10	2036	3	0.0014734774066797642
CHN__SAMN41373933	CHN__SAMN41373926	83	0.007257147853458	11354	83	2033	32	0.01574028529267093
CHN__SAMN41373933	CHN__SAMN45156013	99	0.008739406779661	11229	99	2031	32	0.015755785327424915
CHN__SAMN41373933	CHN__SAMN32034026	82	0.0071640747859514	11364	82	2036	34	0.01669941060903733
CHN__SAMN41373933	CHN__SAMN32034035	74	0.0064623177015107	11377	74	2034	29	0.014257620452310717
CHN__SAMN41373933	CHN__SAMN39683296	83	0.0072666783400455	11339	83	2034	32	0.015732546705998034
CHN__SAMN41373933	CHN__SAMN39683299	89	0.0078015427769985	11319	89	2033	33	0.016232169208066895
CHN__SAMN41373933	CHN__SAMN42391088	8	0.0006963182174253	11481	8	2023	0	0.0
CHN__SAMN41373933	CHN__SAMN42391089	10	0.0008701705534284	11482	10	2027	0	0.0
CHN__SAMN41373933	CHN__SAMN42391090	7	0.0006090663882363	11486	7	2024	0	0.0
CHN__SAMN41373933	CHN__SAMN42391091	7	0.0006092254134029	11483	7	2017	0	0.0
CHN__SAMN41373933	CHN__SAMN42391092	47	0.0040915817881082	11440	47	2004	9	0.004491017964071856
CHN__SAMN41373933	CHN__SAMN42391093	8	0.000697532478856	11461	8	2010	0	0.0
