tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc	root_to_tip	decimal_date	epidemic_period
BEL__SAMEA117989568	BEL::SAMEA117989568	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-08	2023-09-08	day	2023	9	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989568	SAMEA117989568		ERR14837964	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/064/ERR14837964/ERR14837964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/064/ERR14837964/ERR14837964_2.fastq.gz	3244828072;3592281554	PAIRED	88158408	13311919608	PRJEB88325	SAMEA117989568	2023-09-08	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/064/ERR14837964/ERR14837964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/064/ERR14837964/ERR14837964_2.fastq.gz	3244828072;3592281554	6837109626	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.874968		True	0.004713314849999998	2023.6849315068494	resurgence
BEL__SAMEA117989569	BEL::SAMEA117989569	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-08	2023-09-08	day	2023	9	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989569	SAMEA117989569		ERR14837965	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/065/ERR14837965/ERR14837965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/065/ERR14837965/ERR14837965_2.fastq.gz	2540139612;2814792504	PAIRED	68921502	10407146802	PRJEB88325	SAMEA117989569	2023-09-08	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/065/ERR14837965/ERR14837965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/065/ERR14837965/ERR14837965_2.fastq.gz	2540139612;2814792504	5354932116	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.870058		True	0.004731113549999997	2023.6849315068494	resurgence
BEL__SAMEA117989570	BEL::SAMEA117989570	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-08	2023-09-08	day	2023	9	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989570	SAMEA117989570		ERR14837966	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/066/ERR14837966/ERR14837966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/066/ERR14837966/ERR14837966_2.fastq.gz	3341760243;3691291286	PAIRED	91494680	13815696680	PRJEB88325	SAMEA117989570	2023-09-08	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/066/ERR14837966/ERR14837966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/066/ERR14837966/ERR14837966_2.fastq.gz	3341760243;3691291286	7033051529	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.88196		True	0.004683919349999996	2023.6849315068494	resurgence
BEL__SAMEA117989571	BEL::SAMEA117989571	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-14	2023-09-14	day	2023	9	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989571	SAMEA117989571		ERR14837967	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/067/ERR14837967/ERR14837967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/067/ERR14837967/ERR14837967_2.fastq.gz	2796475103;3079435922	PAIRED	76424306	11540070206	PRJEB88325	SAMEA117989571	2023-09-14	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/067/ERR14837967/ERR14837967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/067/ERR14837967/ERR14837967_2.fastq.gz	2796475103;3079435922	5875911025	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.880127		True	0.004695679049999997	2023.7013698630137	resurgence
BEL__SAMEA117989572	BEL::SAMEA117989572	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-19	2023-09-19	day	2023	9	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989572	SAMEA117989572		ERR14837968	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/068/ERR14837968/ERR14837968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/068/ERR14837968/ERR14837968_2.fastq.gz	2790508774;3097054295	PAIRED	76347646	11528494546	PRJEB88325	SAMEA117989572	2023-09-19	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/068/ERR14837968/ERR14837968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/068/ERR14837968/ERR14837968_2.fastq.gz	2790508774;3097054295	5887563069	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.877127		True	0.0047134877499999984	2023.7150684931507	resurgence
BEL__SAMEA117989573	BEL::SAMEA117989573	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-25	2023-09-25	day	2023	9	PRJEB88325	MS-MT28	pending_new_phylogeny	SAMEA117989573	SAMEA117989573		ERR14837969	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3851807	67.81957143750972	0.0	333	23213			True	0.004634962249999999	2023.731506849315	resurgence
BEL__SAMEA117989574	BEL::SAMEA117989574	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-25	2023-09-25	day	2023	9	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989574	SAMEA117989574		ERR14837970	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/070/ERR14837970/ERR14837970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/070/ERR14837970/ERR14837970_2.fastq.gz	2688559303;2974749023	PAIRED	73531912	11103318712	PRJEB88325	SAMEA117989574	2023-09-25	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/070/ERR14837970/ERR14837970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/070/ERR14837970/ERR14837970_2.fastq.gz	2688559303;2974749023	5663308326	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.878924		True	0.004725260549999998	2023.731506849315	resurgence
BEL__SAMEA117989575	BEL::SAMEA117989575	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-09-26	2023-09-26	day	2023	9	PRJEB88325	Europe sublineage 1	pending_new_phylogeny	SAMEA117989575	SAMEA117989575		ERR14837971	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/071/ERR14837971/ERR14837971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/071/ERR14837971/ERR14837971_2.fastq.gz	638288219;694419506	PAIRED	18330500	2767905500	PRJEB88325	SAMEA117989575	2023-09-26	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/071/ERR14837971/ERR14837971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/071/ERR14837971/ERR14837971_2.fastq.gz	638288219;694419506	1332707725	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.908674		True	0.004665665749999996	2023.7342465753425	resurgence
BEL__SAMEA117989576	BEL::SAMEA117989576	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-02	2023-10-02	day	2023	10	PRJEB88325	Europe sublineage 1	pending_new_phylogeny	SAMEA117989576	SAMEA117989576		ERR14837972	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3850166	67.82733523697419	0.0	334	20911			True	0.004636369249999994	2023.7506849315068	resurgence
BEL__SAMEA117989577	BEL::SAMEA117989577	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-05	2023-10-05	day	2023	10	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989577	SAMEA117989577		ERR14837973	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3865887	67.81131988596667	0.0	338	21200			True	0.004631001049999995	2023.7589041095891	resurgence
BEL__SAMEA117989578	BEL::SAMEA117989578	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-08	2023-10-08	day	2023	10	PRJEB88325	Europe sublineage 1	pending_new_phylogeny	SAMEA117989578	SAMEA117989578		ERR14837974	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/074/ERR14837974/ERR14837974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/074/ERR14837974/ERR14837974_2.fastq.gz	1067756117;1143958956	PAIRED	30959288	4674852488	PRJEB88325	SAMEA117989578	2023-10-08	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/074/ERR14837974/ERR14837974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/074/ERR14837974/ERR14837974_2.fastq.gz	1067756117;1143958956	2211715073	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.92346		True	0.004671998649999995	2023.7671232876712	resurgence
BEL__SAMEA117989579	BEL::SAMEA117989579	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-12	2023-10-12	day	2023	10	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989579	SAMEA117989579		ERR14837975	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837975/ERR14837975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837975/ERR14837975_2.fastq.gz	925929087;992235401	PAIRED	26742630	4038137130	PRJEB88325	SAMEA117989579	2023-10-12	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837975/ERR14837975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837975/ERR14837975_2.fastq.gz	925929087;992235401	1918164488	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.921336		True	0.004713016549999997	2023.7780821917809	resurgence
BEL__SAMEA117989580	BEL::SAMEA117989580	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-13	2023-10-13	day	2023	10	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989580	SAMEA117989580		ERR14837976	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3864997	67.80887540145568	0.0	332	22500			True	0.0046303834499999965	2023.7808219178082	resurgence
BEL__SAMEA117989581	BEL::SAMEA117989581	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-18	2023-10-18	day	2023	10	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989581	SAMEA117989581		ERR14837977	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/077/ERR14837977/ERR14837977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/077/ERR14837977/ERR14837977_2.fastq.gz	451233330;489565827	PAIRED	13125744	1981987344	PRJEB88325	SAMEA117989581	2023-10-18	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/077/ERR14837977/ERR14837977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/077/ERR14837977/ERR14837977_2.fastq.gz	451233330;489565827	940799157	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.913217		True	0.004689559949999998	2023.7945205479452	resurgence
BEL__SAMEA117989582	BEL::SAMEA117989582	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-19	2023-10-19	day	2023	10	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989582	SAMEA117989582		ERR14837978	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/078/ERR14837978/ERR14837978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/078/ERR14837978/ERR14837978_2.fastq.gz	1150346163;1222430530	PAIRED	33168498	5008443198	PRJEB88325	SAMEA117989582	2023-10-19	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/078/ERR14837978/ERR14837978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/078/ERR14837978/ERR14837978_2.fastq.gz	1150346163;1222430530	2372776693	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.924956		True	0.004635641049999999	2023.7972602739726	resurgence
BEL__SAMEA117989583	BEL::SAMEA117989583	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-17	2023-10-17	day	2023	10	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989583	SAMEA117989583		ERR14837979	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/079/ERR14837979/ERR14837979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/079/ERR14837979/ERR14837979_2.fastq.gz	1472054400;1572345589	PAIRED	42709254	6449097354	PRJEB88325	SAMEA117989583	2023-10-17	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/079/ERR14837979/ERR14837979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/079/ERR14837979/ERR14837979_2.fastq.gz	1472054400;1572345589	3044399989	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.927524		True	0.004648180749999997	2023.7917808219179	resurgence
BEL__SAMEA117989584	BEL::SAMEA117989584	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-31	2023-10-31	day	2023	10	PRJEB88325	others	pending_new_phylogeny	SAMEA117989584	SAMEA117989584		ERR14837980	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/080/ERR14837980/ERR14837980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/080/ERR14837980/ERR14837980_2.fastq.gz	603891086;637498769	PAIRED	17703754	2673266854	PRJEB88325	SAMEA117989584	2023-10-31	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/080/ERR14837980/ERR14837980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/080/ERR14837980/ERR14837980_2.fastq.gz	603891086;637498769	1241389855	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.928733		True	0.004640209650000004	2023.8301369863013	resurgence
BEL__SAMEA117989585	BEL::SAMEA117989585	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-10-30	2023-10-30	day	2023	10	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989585	SAMEA117989585		ERR14837981	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/081/ERR14837981/ERR14837981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/081/ERR14837981/ERR14837981_2.fastq.gz	1270403783;1360592693	PAIRED	36699830	5541674330	PRJEB88325	SAMEA117989585	2023-10-30	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/081/ERR14837981/ERR14837981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/081/ERR14837981/ERR14837981_2.fastq.gz	1270403783;1360592693	2630996476	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.924544		True	0.004648378749999996	2023.827397260274	resurgence
BEL__SAMEA117989586	BEL::SAMEA117989586	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-06	2023-11-06	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989586	SAMEA117989586		ERR14837982	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/082/ERR14837982/ERR14837982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/082/ERR14837982/ERR14837982_2.fastq.gz	1034074872;1107224447	PAIRED	29797082	4499359382	PRJEB88325	SAMEA117989586	2023-11-06	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/082/ERR14837982/ERR14837982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/082/ERR14837982/ERR14837982_2.fastq.gz	1034074872;1107224447	2141299319	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.922117		True	0.004665655349999997	2023.8465753424657	resurgence
BEL__SAMEA117989587	BEL::SAMEA117989587	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-08	2023-11-08	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989587	SAMEA117989587		ERR14837983	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/083/ERR14837983/ERR14837983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/083/ERR14837983/ERR14837983_2.fastq.gz	645136775;696234814	PAIRED	18534392	2798693192	PRJEB88325	SAMEA117989587	2023-11-08	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/083/ERR14837983/ERR14837983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/083/ERR14837983/ERR14837983_2.fastq.gz	645136775;696234814	1341371589	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.914567		True	0.004677782349999995	2023.8520547945207	resurgence
BEL__SAMEA117989588	BEL::SAMEA117989588	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-13	2023-11-13	day	2023	11	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989588	SAMEA117989588		ERR14837984	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/084/ERR14837984/ERR14837984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/084/ERR14837984/ERR14837984_2.fastq.gz	666084218;721158286	PAIRED	19258054	2907966154	PRJEB88325	SAMEA117989588	2023-11-13	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/084/ERR14837984/ERR14837984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/084/ERR14837984/ERR14837984_2.fastq.gz	666084218;721158286	1387242504	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.913385		True	0.004639475449999997	2023.8657534246574	resurgence
BEL__SAMEA117989589	BEL::SAMEA117989589	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-14	2023-11-14	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989589	SAMEA117989589		ERR14837985	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/085/ERR14837985/ERR14837985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/085/ERR14837985/ERR14837985_2.fastq.gz	1080164904;1157994797	PAIRED	31205480	4712027480	PRJEB88325	SAMEA117989589	2023-11-14	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/085/ERR14837985/ERR14837985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/085/ERR14837985/ERR14837985_2.fastq.gz	1080164904;1157994797	2238159701	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.922599		True	0.004660435649999997	2023.868493150685	resurgence
BEL__SAMEA117989590	BEL::SAMEA117989590	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-14	2023-11-14	day	2023	11	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989590	SAMEA117989590		ERR14837986	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/086/ERR14837986/ERR14837986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/086/ERR14837986/ERR14837986_2.fastq.gz	722665955;777842355	PAIRED	21046342	3177997642	PRJEB88325	SAMEA117989590	2023-11-14	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/086/ERR14837986/ERR14837986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/086/ERR14837986/ERR14837986_2.fastq.gz	722665955;777842355	1500508310	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.917375		True	0.004713622449999999	2023.868493150685	resurgence
BEL__SAMEA117989592	BEL::SAMEA117989592	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-16	2023-11-16	day	2023	11	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989592	SAMEA117989592		ERR14837988	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/088/ERR14837988/ERR14837988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/088/ERR14837988/ERR14837988_2.fastq.gz	1016500689;1087503786	PAIRED	29233648	4414280848	PRJEB88325	SAMEA117989592	2023-11-16	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/088/ERR14837988/ERR14837988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/088/ERR14837988/ERR14837988_2.fastq.gz	1016500689;1087503786	2104004475	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.920287		True	0.0046570272499999975	2023.8739726027397	resurgence
BEL__SAMEA117989593	BEL::SAMEA117989593	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-20	2023-11-20	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989593	SAMEA117989593		ERR14837989	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/089/ERR14837989/ERR14837989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/089/ERR14837989/ERR14837989_2.fastq.gz	1265958856;1364709243	PAIRED	36631336	5531331736	PRJEB88325	SAMEA117989593	2023-11-20	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/089/ERR14837989/ERR14837989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/089/ERR14837989/ERR14837989_2.fastq.gz	1265958856;1364709243	2630668099	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.921226		True	0.004677672249999997	2023.8849315068494	resurgence
BEL__SAMEA117989594	BEL::SAMEA117989594	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-27	2023-11-27	day	2023	11	PRJEB88325	Europe sublineage 1	pending_new_phylogeny	SAMEA117989594	SAMEA117989594		ERR14837990	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/090/ERR14837990/ERR14837990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/090/ERR14837990/ERR14837990_2.fastq.gz	1414467745;1518295391	PAIRED	40687412	6143799212	PRJEB88325	SAMEA117989594	2023-11-27	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/090/ERR14837990/ERR14837990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/090/ERR14837990/ERR14837990_2.fastq.gz	1414467745;1518295391	2932763136	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.920321		True	0.0047071978499999955	2023.9041095890411	resurgence
BEL__SAMEA117989595	BEL::SAMEA117989595	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-27	2023-11-27	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989595	SAMEA117989595		ERR14837991	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/091/ERR14837991/ERR14837991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/091/ERR14837991/ERR14837991_2.fastq.gz	855584928;939378616	PAIRED	24384638	3682080338	PRJEB88325	SAMEA117989595	2023-11-27	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/091/ERR14837991/ERR14837991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/091/ERR14837991/ERR14837991_2.fastq.gz	855584928;939378616	1794963544	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.895141		True	0.004659545049999998	2023.9041095890411	resurgence
BEL__SAMEA117989596	BEL::SAMEA117989596	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-27	2023-11-27	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989596	SAMEA117989596		ERR14837992	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/092/ERR14837992/ERR14837992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/092/ERR14837992/ERR14837992_2.fastq.gz	543814786;589400167	PAIRED	15798620	2385591620	PRJEB88325	SAMEA117989596	2023-11-27	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/092/ERR14837992/ERR14837992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/092/ERR14837992/ERR14837992_2.fastq.gz	543814786;589400167	1133214953	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.911181		True	0.004701102849999999	2023.9041095890411	resurgence
BEL__SAMEA117989597	BEL::SAMEA117989597	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-11-26	2023-11-26	day	2023	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989597	SAMEA117989597		ERR14837993	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/093/ERR14837993/ERR14837993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/093/ERR14837993/ERR14837993_2.fastq.gz	327107175;361707130	PAIRED	9389568	1417824768	PRJEB88325	SAMEA117989597	2023-11-26	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/093/ERR14837993/ERR14837993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/093/ERR14837993/ERR14837993_2.fastq.gz	327107175;361707130	688814305	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.8893		True	0.004678320649999995	2023.9013698630138	resurgence
